# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.3,4.61,-90.05203776597303,0,3.0,0.027818238394702648,0.0,0.0,0.0
 0.11515936096708673,2.2999819330142044,4.590107490576972,-90.05203776597303,0.34547808290126014,2.9999999999999996,0.027818238394702648,0.0,0.666442170634401,0.0
 0.16255849197994077,2.2999748858469613,4.570362114489879,-90.02044898621463,0.4876754759398222,2.9999999999999987,0.028105261632708486,0.0,0.8759298232832297,0.0
 0.19872372139199923,2.299978726949454,4.550763333672643,-89.98877078320672,0.5961711641759976,3.0,0.028395251620242763,0.0,1.047831602368296,0.0
 0.22904061540344187,2.2999933247728648,4.53131061005918,-89.95700378357589,0.6871218462103255,2.999999999999999,0.028688220705331464,0.0,1.1994172220629862,0.0
 0.2555994603646446,2.3000185477683774,4.5120034055834095,-89.92514864753132,0.7667983810939337,3.000000000000003,0.02898418053934902,0.0,1.337914228136289,0.0
 0.27947436721867863,2.3000542643871746,4.492841182179249,-89.89320606995588,0.8384231016560358,3.0,0.029283141616612062,0.0,1.4671967226749112,0.0
 0.30130462892740534,2.3001003430804396,4.473823401780621,-89.86117678152169,0.903913886782216,3.0,0.029585112780242232,0.0,1.5896313258095907,0.0
 0.3215075723073198,2.3001566522993557,4.454949526321439,-89.82906154985142,0.9645227169219593,3.0,0.029890102089007435,0.0,1.7067890680824278,0.0
 0.340373623033605,2.3002230604951053,4.436219017735626,-89.79686118071392,1.021120869100815,2.9999999999999942,0.03019811577172524,0.0,1.8197752735771786,0.0
 0.35811463860496856,2.300299436118872,4.417631337957098,-89.764576519249,1.0743439158149055,3.0,0.03050915853525074,0.0,1.929401911705709,0.0
 0.37489085707888176,2.3003856476218387,4.399185948919776,-89.73220845125424,1.1246725712366452,3.0000000000000067,0.03082323375353404,0.0,2.0362857071556433,0.0
 0.39082700329300585,2.3004815634551883,4.380882312557576,-89.69975790449128,1.1724810098790175,3.0,0.031140342644196673,0.0,2.1409077215582344,0.0
 0.40602245245608803,2.300587052070104,4.362719890804419,-89.66722585004548,1.218067357368264,3.0000000000000036,0.03146048487184332,0.0,2.24365142458055,0.0
 0.4205579306306379,2.300701981917769,4.344698145594222,-89.6346133037322,1.2616737918919136,2.999999999999996,0.03178365829644862,0.0,2.3448280394996313,0.0
 0.43450009424949015,2.3008262214493658,4.326816538860906,-89.60192132754742,1.3035002827484705,3.000000000000008,0.03210985793909368,0.0,2.444693998696743,0.0
 0.447904756104634,2.300959639116078,4.3090745325383875,-89.5691510311556,1.3437142683139018,2.9999999999999876,0.03243907781208937,0.0,2.5434633091325325,0.0
 0.4608192171024468,2.3011021033690886,4.291471588560586,-89.53630357345043,1.38245765130734,2.9999999999999916,0.03277130803129483,0.0,2.641316531185615,0.0
 0.47328398946868483,2.3012534826595807,4.274007168861419,-89.50338016414203,1.4198519684060542,2.9999999999999956,0.03310653774535126,0.0,2.7384074303059207,0.0
 0.48533409507365305,2.301413645438737,4.256680735374808,-89.47038206541741,1.4560022852209589,3.0,0.033444752661489635,0.0,2.8348679993737655,0.0
 0.49700006039878136,2.3015824601577406,4.23949175003467,-89.4373105936354,1.4910001811963438,3.0,0.03378593564100784,0.0,2.9308123055281063,0.0
 0.5083086905928456,2.3017597952677753,4.2224396747749235,-89.40416712110397,1.5249260717785365,3.000000000000005,0.03413006651982381,0.0,3.02633948324252,0.0
 0.5192836798129101,2.3019455192200233,4.205523971529487,-89.37095307789913,1.5578510394387304,3.0000000000000204,0.03447712242314587,0.0,3.1215360883281007,0.0
 0.5299460983193371,2.302139500465668,4.188744102232281,-89.33766995374245,1.5898382949580112,2.999999999999979,0.03482707674606997,0.0,3.216477967781663,0.0
 0.5403147854718852,2.3023416074558916,4.172099528817222,-89.30431929996146,1.6209443564156552,2.9999999999999893,0.03517989960930535,0.0,3.311231764654549,0.0
 0.5504066699575615,2.3025517086418787,4.15558971321823,-89.27090273148727,1.6512200098726844,3.000000000000022,0.03553555695506722,0.0,3.4058561291802785,0.0
 0.5602370330884912,2.3027696724748115,4.139214117369223,-89.23742192896573,1.6807110992654737,3.0000000000000338,0.035894011351490465,0.0,3.500402714913343,0.0
 0.5698197270860725,2.302995367405873,4.12297220320412,-89.2038786408804,1.7094591812582178,3.0,0.03625522034308007,0.0,3.594916985350777,0.0
 0.5791673574257674,2.3032286618862465,4.10686343265684,-89.17027468579946,1.7375020722773022,2.9999999999999765,0.036619137963623684,0.0,3.68943888449393,0.0
 0.5882914362296845,2.3034694243671154,4.0908872676613015,-89.1366119546751,1.7648743086890535,3.0,0.03698571266790781,0.0,3.784003388057186,0.0
 0.5972025121422463,2.303717523299662,4.075043170151424,-89.10289241323073,1.791607536426739,3.0000000000000124,0.037354888864135335,0.0,3.8786409620416733,0.0
 0.6059102809571038,2.3039728271350697,4.059330602061124,-89.06911810441744,1.8177308428713115,3.000000000000013,0.03772660475670774,0.0,3.9733779394284103,0.0
 0.6144236803764364,2.3042352043245216,4.043749025324322,-89.03529115097511,1.8432710411293092,2.999999999999987,0.03810079331118267,0.0,4.06823683495762,0.0
 0.6227509716029859,2.3045045233192005,4.028297901874936,-89.00141375807185,1.8682529148089577,3.0,0.03847738203347845,0.0,4.163236604645372,0.0
