# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.45789995853496,4.5,0.0,0,3.0,0,0.0,0.0,0.0
 0.08947181448750685,2.4699077669164904,4.5,0.0,0.26841544346252055,3.0,0,0.0,0.0,0.0
 0.12657316728285456,2.4819311085489804,4.5,0.0,0.37971950184856373,3.0000000000000013,0,0.0,0.0,0.0
 0.15506966096847224,2.4939698581642755,4.5,0.0,0.4652089829054168,3.0,0,0.0,0.0,0.0
 0.17911622290059664,2.5060238904942245,4.5,0.0,0.53734866870179,3.0,0,0.0,0.0,0.0
 0.20032161097547427,2.518093080270674,4.5,0.0,0.6009648329264229,3.0000000000000013,0,0.0,0.0,0.0
 0.2195105824184192,2.5301773022254705,4.5,0.0,0.6585317472552576,2.9999999999999987,0,0.0,0.0,0.0
 0.23717289411665016,2.5422764310904618,4.5,0.0,0.7115186823499505,3.0,0,0.0,0.0,0.0
 0.2536275261908485,2.5543903415974945,4.5,0.0,0.7608825785725456,3.0000000000000036,0,0.0,0.0,0.0
 0.26909595555421706,2.566518908478416,4.5,0.0,0.8072878666626514,3.000000000000007,0,0.0,0.0,0.0
 0.28373937328719206,2.578662006465073,4.5,0.0,0.8512181198615764,2.999999999999996,0,0.0,0.0,0.0
 0.29767941565197625,2.5908195102893132,4.5,0.0,0.8930382469559289,3.0,0,0.0,0.0,0.0
 0.3110105423165201,2.602991294682984,4.5,0.0,0.9330316269495604,3.0,0,0.0,0.0,0.0
 0.3238078399740307,2.6151772343779314,4.5,0.0,0.9714235199220923,3.000000000000009,0,0.0,0.0,0.0
 0.33613216207422847,2.6273772041060033,4.5,0.0,1.0083964862226857,3.0000000000000044,0,0.0,0.0,0.0
 0.34803363828236106,2.639591078599046,4.5,0.0,1.0441009148470834,2.999999999999995,0,0.0,0.0,0.0
 0.35955414432687605,2.651818732588908,4.5,0.0,1.0786624329806285,3.000000000000005,0,0.0,0.0,0.0
 0.3707290855170616,2.6640600408074353,4.5,0.0,1.112187256551185,2.999999999999995,0,0.0,0.0,0.0
 0.3815887135398661,2.676314877986475,4.5,0.0,1.1447661406195986,2.9999999999999947,0,0.0,0.0,0.0
 0.39215911764054423,2.6885831188578755,4.5,0.0,1.176477352921633,3.0000000000000107,0,0.0,0.0,0.0
 0.40246298348918336,2.700864638153482,4.5,0.0,1.2073889504675503,2.9999999999999947,0,0.0,0.0,0.0
 0.4125201829972948,2.7131593106051426,4.5,0.0,1.2375605489918846,2.999999999999989,0,0.0,0.0,0.0
 0.4223482389448658,2.7254670109447043,4.5,0.0,1.2670447168345975,3.0,0,0.0,0.0,0.0
 0.43196269543333987,2.7377876139040147,4.5,0.0,1.29588808630002,3.0000000000000173,0,0.0,0.0,0.0
 0.44137741648915346,2.7501209942149196,4.5,0.0,1.3241322494674606,2.9999999999999822,0,0.0,0.0,0.0
 0.4506048291458249,2.7624670266092672,4.5,0.0,1.351814487437475,3.000000000000006,0,0.0,0.0,0.0
 0.459656123121002,2.774825585818905,4.5,0.0,1.3789683693630062,2.9999999999999876,0,0.0,0.0,0.0
 0.4685414161990507,2.7871965465756783,4.5,0.0,1.4056242485971522,2.999999999999994,0,0.0,0.0,0.0
 0.477269892252784,2.7995797836114362,4.5,0.0,1.4318096767583521,3.000000000000013,0,0.0,0.0,0.0
 0.485849917239926,2.8119751716580246,4.5,0.0,1.4575497517197782,3.0000000000000067,0,0.0,0.0,0.0
 0.4942891373223644,2.824382585447291,4.5,0.0,1.4828674119670935,3.0000000000000067,0,0.0,0.0,0.0
 0.5025945623635564,2.8368018997110824,4.5,0.0,1.5077836870906696,3.00000000000002,0,0.0,0.0,0.0
 0.5107726373813732,2.849232989181246,4.5,0.0,1.5323179121441202,3.0,0,0.0,0.0,0.0
 0.5188293040134807,2.8616757285896295,4.5,0.0,1.5564879120404427,3.0000000000000138,0,0.0,0.0,0.0
 0.5267700536496723,2.8741299926680783,4.5,0.0,1.5803101609490178,3.000000000000028,0,0.0,0.0,0.0
 0.5345999735711933,2.886595656148441,4.5,0.0,1.6037999207135807,3.000000000000014,0,0.0,0.0,0.0
 0.5423237871896606,2.8990725937625648,4.5,0.0,1.6269713615689827,3.000000000000014,0,0.0,0.0,0.0
 0.5499458892820488,2.9115606802422955,4.5,0.0,1.6498376678461473,2.9999999999999853,0,0.0,0.0,0.0
 0.557470376961575,2.924059790319481,4.5,0.0,1.672411130884726,3.0000000000000293,0,0.0,0.0,0.0
 0.5649010769984473,2.936569798725969,4.5,0.0,1.694703230995343,3.0,0,0.0,0.0,0.0
 0.5722415700026491,2.9490905801936056,4.5,0.0,1.7167247100079484,3.0,0,0.0,0.0,0.0
 0.579495211898124,2.961622009454238,4.5,0.0,1.7384856356943732,3.0,0,0.0,0.0,0.0
 0.5866651530499909,2.9741639612397144,4.5,0.0,1.7599954591499738,3.0,0,0.0,0.0,0.0
 0.593754355350718,2.9867163102818806,4.5,0.0,1.781263066052155,2.9999999999999845,0,0.0,0.0,0.0
 0.6007656075251666,2.9992789313125843,4.5,0.0,1.8022968225755007,2.999999999999984,0,0.0,0.0,0.0
 0.6077015388761777,3.0118516990636723,4.5,0.0,1.823104616628534,3.0,0,0.0,0.0,0.0
 0.6145646316605121,3.024434488266992,4.5,0.0,1.8436938949815374,3.000000000000016,0,0.0,0.0,0.0
